"acquisition_date","acquisition_mileage","at_fault_flag","average_idle_hours","average_mpg","cargo_damage_cost","cdl_class","city","claim_amount","date_of_birth","description","dock_doors","downtime_hours","driver_id","employment_status","facility_id","facility_location","facility_name","facility_type","first_name","fuel_type","hire_date","home_terminal","incident_date","incident_id","incident_type","injury_flag","labor_cost","labor_hours","last_name","latitude","license_number","license_state","location_city","location_state","longitude","maintenance_date","maintenance_id","maintenance_type","make","model_year","month","odometer_reading","on_time_delivery_rate","operating_hours","parts_cost","preventable_flag","service_description","state","status","tank_capacity_gallons","termination_date","total_cost","total_fuel_gallons","total_miles","total_revenue","trip_id","trips_completed","truck_id","unit_number","vehicle_damage_cost","vin","years_experience"
NA,NA,NA,5.9,6.49,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,5404.6,35749,82661.41,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7,6.18,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3187.6,19233,44685.15,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,8,6.48,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3934.9,25559,54573.37,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.45,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,7916.3,50508,108759.66,NA,30,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4882.2,31283,67995.53,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664.2,23222,53813.32,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.69,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,3091.3,20694,41074.67,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880.1,37427,79866.08,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.64,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,4260.1,28030,56194.13,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,4820.9,31387,64860.28,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243.4,27014,61578.68,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.62,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653.3,24471,49447,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,6185.1,39668,84570.04,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.27,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929.2,24648,53481,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,4772.5,30778,65465.09,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.32,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,7953.7,49991,114721.21,NA,32,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.48,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675.2,23765,52658.28,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.53,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,4266.6,27513,63344.57,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.68,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,4202.5,28225,65385.04,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.44,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998.7,18973,40238.17,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,2981.3,19032,45963.83,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,5297.7,34001,74305.89,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4380.2,28479,61356.03,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,5115.8,32624,68629.27,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,4.9,6.37,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102.2,20029,40763.01,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4405,29495,61455.97,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717.4,24645,53827.94,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.64,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3399.4,22144,51118.03,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,6070,40303,87321.6,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,3772.4,24038,52312.32,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,5.5,6.28,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032.3,19013,38298.07,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.48,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3598.8,23397,52093.17,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,6284.9,40630,91565.62,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,4412.7,28696,63955.94,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.68,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,2542.9,16955,37862.59,NA,11,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569.7,16395,32281.5,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354.3,15364,35012.83,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,5.9,6.57,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,3747,24368,53084.5,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062,26561,58461.86,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.53,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,5164.3,33467,74918.57,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.3,6.29,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3620.1,22429,45209.91,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,4974.3,31911,69695.47,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.34,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,3625.7,23071,45869.79,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.73,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,4882.6,32204,60778.08,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,4444.9,27964,60210.34,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,3316.6,21043,49959.36,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.23,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,2941,18326,36027.98,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3605.4,23910,50221.64,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,6818.1,44019,99974.34,NA,26,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.35,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,6623.7,41603,89154.22,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.45,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,3276.9,20945,45269.84,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2997,19525,39450.8,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6690,43409,89701.69,NA,28,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.45,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,4687.2,30297,66321.08,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,9,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087.1,13802,27131.98,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,7,6.32,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,4528.1,28111,60940.4,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.33,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,5210.4,32546,73584.59,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180.7,19919,40824.92,NA,10,NA,NA,NA,NA,NA
NA,NA,NA,5.5,6.34,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3486.6,22161,48293.43,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777,18201,37630,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,5723.1,37013,85300.02,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,8.2,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.2,26546,57179.53,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3783.3,23935,56805.32,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,8.4,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,5361.4,34381,71152.53,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,4219.4,27578,63707.93,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470.7,23340,49603.32,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.44,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,3989.1,25725,52801.44,NA,19,NA,NA,NA,NA,NA
